# spec: spec.md
# sha256: 783dbd696c816cc3df12d18e97efc902c386cc0ad3c3221bc27f91e7dfd4b838
# generated: 2026-08-31
subject	kind	status	claim	section	anchor
config-reader	constraint		The hook is the only reader of the config file, except a Route B sim driver reading its own tier at bootstrap.	13.2 Applying a configuration change	**The hook driver is the only reader of `Config\DCSBridge.lua`.** It is a Lua
config-apply	constraint		A configure applies as one swap after cross-key invariant checks, or not at all.	13.2 Applying a configuration change	**Apply a `configure` as one swap, or not at all.** Validate every value, then
threat-model	definition		The bridge assumes a trusted operator, trusted mission content and a hostile network.	14.1 Threat model	The bridge assumes a trusted operator, trusted mission content, and a hostile
threat-model	constraint		The broker boundary is the only boundary the document hardens.	14.1 Threat model	and it is the only boundary this document hardens.**
threat-model	constraint		The filesystem is not treated as a boundary, because the operator owns the disk.	14.1 Threat model	**It does not treat the filesystem as a boundary at all.** The operator owns
threat-model	constraint		The API grants the bridge code execution in the mission environment and the bridge does not pass it on.	14.1 Threat model	API grants the bridge the ability to run code in the mission environment. The
parser	constraint		The parser is the highest-risk code, runs before authentication, and has no process boundary from the sim.	14.2 The parser is the highest-risk code	The parser runs inside the DCS process, before authentication completes. A
parser	constraint		Cap the frame length before allocating and never allocate from an unvalidated length.	14.2 The parser is the highest-risk code	- **Cap the frame length before allocating.** The `[u32 length]` prefix is
parser	constraint		A parser fault drops the connection and never aborts the process.	14.2 The parser is the highest-risk code	- **Catch a fault at the thread boundary.** A fault logs, drops that
bind	constraint		The listener binds loopback by default and a public bind requires allow_public_bind.	14.3 Connections	- A public bind address requires `allow_public_bind`, default false: without it
tls	constraint		The broker terminates no TLS; an untrusted network is crossed with a tunnel.	14.3 Connections	- Tunnel with WireGuard or SSH across an untrusted network. Do not terminate
capability	constraint		The bridge defines three capabilities: read, command and reload.	14.4 Authentication and capabilities	- **The bridge defines three capabilities and no more.** `read` is disclosure.
capability	behavior		Capability enforcement is per topic, inbound by refusal and outbound by withholding at fan-out.	14.4 Authentication and capabilities	- **Enforcement is per topic.** The generator emits topic-to-capability tables
capability	constraint		A capability gates a record type and never a field.	14.4 Authentication and capabilities	- **A capability gates a record type, never a field.** Per topic id is the only
token	behavior		Tokens and capability sets reload live and revoking a token drops every session it authenticated.	14.4 Authentication and capabilities	- **Revoking a token drops every session authenticated with it**, immediately
rate-limit	constraint		Inbound is rate-limited per connection and in aggregate, and every command handler carries its own sanity limit.	14.5 Denial of service	- Rate-limit inbound at `inbound_records_per_sec` per connection **and at
code-execution	constraint		No record carries Lua source or a script path in any build.	14.6 Code execution paths	- **No record carries Lua source or a script path, in any build.** Not the sim
data-sensitivity	constraint		A ucid ships only under players and a network address only under ipaddr.	14.7 Data sensitivity	- Any consumer with `read` sees every `read`-gated record. The bridge gates
data-sensitivity	constraint		Record contents are never logged to dcs.log, which administrators share.	14.7 Data sensitivity	- Do not log record contents to `dcs.log`. Administrators share that file.
integrity	dependency	UNVERIFIED	Whether the hook plus DLL changes getTaintedFiles is unmeasured, and a tainted verdict has a network consequence.	14.8 Integrity reporting	The hook state exposes `DCS.getTaintedFiles` and `DCS.getTaintedCategories`.
cli	definition		umb is one binary with tail, send, schema, ping, stats, record, replay, mock and doctor verbs.	15. The CLI	**Verbs.** `tail`, `send`, `schema`, `ping` and `stats`, plus `record`,
doctor	behavior		doctor checks placement, load, port, versions, effective configuration and the extension load order.	15. The CLI	**`doctor` is the diagnostic verb.** It checks file placement, hook driver
registration-surface	interface		A reply or acknowledgement is sent with send_to, which takes a connection id first.	6.10 The extension model	-- the same, for a reply or acknowledgement: connection id first, mirroring
grammar-version	definition		The Interface C grammar carries GRAMMAR_VERSION, separate from STATE_VERSION.	5.3 Interface C — hook driver to sim driver	the sim driver together, and carries its own `GRAMMAR_VERSION`. **It is not
frame-gap	dependency		The running phase maximum is 282 ms across 129,497 gaps; p50 to p99 are 20 ms or under.	Provenance	| running | 129,497 | **282.24 ms** | ≤20 ms | ≤50 ms | ≤200 ms |
frame-gap	constraint		A gap is credited to the phase in force when it began, so transition stalls hide in the preceding phase.	Provenance	A gap is credited to the phase in force when it *began*, so a mission load
load-blackout	dependency		Five instrumented loads counted zero frames between load-begin and load-end.	9.1 The mission-load blackout	later hook instrumenting three further loads on three terrains counted zero
load-blackout	dependency		Instrumented load durations range 4.7 s to 34.7 s and now overlap the logged range.	9.1 The mission-load blackout	**The duration varies widely.** Five instrumented loads measured 4.7 s, 5.2 s,
mission-identity	dependency		Theatre, name and filename are all readable from the hook at onMissionLoadBegin.	Provenance	**Mission identity is readable from the hook driver before the load ends.**
mission-identity	dependency		getMissionName returns tempMission for a mission flown from the Mission Editor.	Provenance	**`DCS.getMissionName()` is not the `.miz` name.** A mission flown from the
mission-scope	constraint		A file scopes on filename rather than name, because an editor-flown mission is named tempMission.	6.10.5 Mission scope	**Scope on `filename`, not on `name`.** A mission flown from the Mission Editor
teardown	dependency		Mission teardown stalls 1.2 to 1.8 seconds and no record telegraphs it.	5.2 Interface B — broker to consumer	`MissionLoadBegan` and `MissionLoaded`. **Mission teardown is the case with no
event-handler	dependency		A world handler registered in one mission keeps receiving events from the next mission's world.	9.4 Epochs	2.9.29.27278; Section 5.1.2), and **so does a `world` event handler registered
hook-driver	dependency		DCS.setUserCallbacks is additive; three calls each registering onSimulationFrame all fired.	6.9 Reload	replacing one — measured on 2.9.29.27278, where three separate calls each
test-method	constraint		Roughly half the test rows need no game install and run on any build host.	17. Test method	**The Host column says where a row can run.** *Any* means any build host with
interface-a	interface		The put surface opens a nested message with message and closes it with end_message.	5.1 Interface A — broker to Lua	shim.message(field)        -- open a nested message on that field number
interface-a	constraint		Put-call order is element order inside a repeated field.	5.1 Interface A — broker to Lua	**Field order does not matter, except inside a repeated field.** Protobuf
interface-a	behavior		A commit leaving a submessage open is discarded and counted.	5.1 Interface A — broker to Lua	open is a defect: the broker discards the record and counts it, exactly as it
rebuild	constraint		Adding message or end_message to the Section 5.1 surface is a broker rebuild.	3.2 When the broker must be rebuilt	  the broker: adding a call — `routes`, `caps`, `schema`, `message`,
generator	behavior		A repeated message field generates one message and end_message pair per element in array order.	8.3 What is generated	   message field emits one `message` and `end_message` pair per element, in
evolution	constraint		A per-element optional is expressed inside a repeated message, never as a parallel array.	8.4 Evolution	**Express a per-element optional inside a repeated message, never as a parallel
calibration-set	definition		The hook driver emits CoordinateCalibration.	6.3 Lifecycle	driver emits it.** Those are two separate facts and both matter.
calibration-set	interface		CoordinateCalibration carries the terrain name, three projection parameters, a PROJ string and three or four verification points.	6.3 Lifecycle	**The record publishes a projection, not a conversion service.** Every measured
calibration-set	interface		Each verification point carries an optional magnetic declination.	6.3 Lifecycle	**Each verification point carries an optional magnetic declination.** The value
calibration-set	behavior		A terrain failing the third-point check yields verification points, no parameters and a logged residual.	6.3 Lifecycle	**A terrain outside the family is detected, not assumed away.** The hook driver
policy-gate	constraint		The stated net.allow_dostring_in minimum names server, mission and gui.	5.4 Interface C is conditional on operator policy	driver makes the call — and **`"server"`, `"mission"` and `"gui"`** in
policy-gate	dependency		magvar is present in the GUI state and in no other.	5.4 Interface C is conditional on operator policy	`magvar` is present in the GUI state and in no other (measured, 2.9.29.27278),
request-reply	constraint		A mutation declaring reply_to carries both request_id and idempotency_key.	8.5.3 The acknowledgement record	first, a mutation the second, **never both, except where a mutation declares
interface-c	constraint		DCS carries positions as single-precision floats, which is why position fields use %.9g.	5.3 Interface C — hook driver to sim driver	**DCS carries positions as single-precision floats, which settles it.**
binding-probe	constraint		A static survey under-reports, so absence from an index is not absence from the state.	4.2 `pcall` does not contain every fault	**A static survey under-reports, so absence from one is not absence.** A
frame-gap	constraint		A destruction does not take effect within the calling frame.	Provenance	**A destruction does not take effect within the calling frame** (measured,
epoch-ownership	behavior		The hook driver opens the epoch before it injects the sim driver.	9. Lifecycle	                 ├─ epoch opens
calibration-set	interface		CoordinateCalibration carries the mission date the declination was computed for.	6.3 Lifecycle	**Declination is dated, so the record carries the mission date.** `magvar`
calibration-set	constraint		CoordinateCalibration describes the current epoch and a consumer holds it for the epoch.	6.3 Lifecycle	**The record describes the current epoch. Hold it for the epoch and replace it
calibration-set	constraint		The mission date and the declination are both Route A only, each needing its own dostring_in crossing.	6.3 Lifecycle	**The date and the declination are both Route A only, and for the same
declination	dependency		magvar answers for the epoch magvar.init seeds, and DCS seeds it from the mission date at load.	6.3 Lifecycle	from the mission date at load. At one point on Caucasus the answer moves from
rejected	behavior		A command dropped by a full inbound ring is answered with Rejected reason BUSY.	5.2 Interface B — broker to consumer	Never block the logic thread. Never allocate. **Answer the sender with
rejected	definition		Rejected answers four refusals: unrouted topic, missing capability, rate limit and a full target ring.	5.2 Interface B — broker to consumer	rule stands. It answers four refusals: an unrouted topic id, a topic the
command-ack	constraint		A full inbound ring is one of the four cases a Rejected answers.	8.5.3 The acknowledgement record	limit (Section 14.4), a full inbound ring (Section 5.2) — is answered by
topic-filter	definition		SetTopicFilter narrows what a connection is sent; capability bounds what it may be sent.	5.2 Interface B — broker to consumer	**`SetTopicFilter` narrows what a connection is sent.** Capability decides what
topic-filter	interface		SetTopicFilter carries a mode and the complete topic set; TopicFilterResult carries ok, the admitted count and the unregistered names.	5.2 Interface B — broker to consumer	message SetTopicFilter {
topic-filter	behavior		A connection that sends no SetTopicFilter defaults to ALL.	5.2 Interface B — broker to consumer	- **The default is `ALL`.** A connection that never sends `SetTopicFilter`
topic-filter	behavior		SetTopicFilter replaces the topic set and never accumulates.	5.2 Interface B — broker to consumer	- **`SetTopicFilter` replaces the set. It never accumulates.** Each message
topic-filter	constraint		LIFECYCLE topics are always admitted whatever the subscription names.	5.2 Interface B — broker to consumer	- **`LIFECYCLE` topics are always admitted.** Naming them under `ONLY` is
topic-filter	constraint		The subscription filter never reaches a point-to-point record.	5.2 Interface B — broker to consumer	- **Point-to-point records are never filtered.** An acknowledgement, a typed
topic-filter	constraint		A subscription narrows and never widens, so SetTopicFilter needs no capability.	5.2 Interface B — broker to consumer	- **A topic filter narrows and never widens.** A topic the token's capability
topic-filter	behavior		Subscription filtering happens before seq assignment and leaves no gap.	5.2 Interface B — broker to consumer	- **Filtering happens before `seq` assignment**, like the capability filter, so
topic-filter	behavior		An unadmissible topic id is kept and admitted once it becomes admissible.	5.2 Interface B — broker to consumer	- **An unadmissible topic id is kept, not refused.** Registration is additive
topic-filter	constraint		A SetTopicFilter naming more than topic_filter_max_topics is refused whole.	13.1 Configuration defaults	| `topic_filter_max_topics` | 256 | Topic ids one `SetTopicFilter` may name (Section 5.2). **Live**, and the one key in this group that is: it bounds a per-connection allocation an authenticated consumer can ask for, not a process-lifetime registration. Well above any plausible registered set — the bridge defines about twenty topics and the rest is adopter vocabulary — so a refusal here means a defective consumer rather than a large one. A longer list is refused whole and leaves the filter unchanged. |
topic-filter	behavior		A resync stream is filtered like any other fan-out.	5.2 Interface B — broker to consumer	**A resync stream is filtered like any other fan-out.** Section 6.8's scan
topic-filter	behavior		The filter dies with the connection and a reconnecting consumer must re-send it.	5.2 Interface B — broker to consumer	**The filter dies with the connection, and a reconnect starts at `ALL`.** No
topic-filter	constraint		A topic is admissible when the class table holds it, not when the route map does.	5.2 Interface B — broker to consumer	- **A topic is admissible when the class table holds it** (Section 5.1), not
topic-filter	constraint		TopicFilterResult reports an uncovered topic and an unregistered one identically, so the reply is not a registration oracle.	5.2 Interface B — broker to consumer	- **`unknown` is computed after the capability filter, and that is a security
topic-filter	definition		admitted counts the topics the connection will now be sent, and is zero when ok is false.	5.2 Interface B — broker to consumer	- **`admitted` counts the topics this connection will now be sent**: every
topic-filter	behavior		Four shapes are refused whole with a refusal reason and the previous filter left in force.	5.2 Interface B — broker to consumer	- **Four shapes are refused whole, with `ok` false, a `refusal` reason and the
topic-filter	behavior		Mode ONLY with an empty list is legal and yields the LIFECYCLE set alone.	5.2 Interface B — broker to consumer	**Mode `ONLY` with an empty list is legal** and yields the `LIFECYCLE` set
topic-filter	behavior		The filter is published by one atomic store and applies from the next record fanned out.	5.2 Interface B — broker to consumer	**The filter is published by pointer swap.** `SetTopicFilter` arrives on the
topic-filter	behavior		The filter survives every epoch boundary unchanged.	5.2 Interface B — broker to consumer	**The filter survives every epoch boundary unchanged.** It is connection state,
topic-filter	constraint		SetTopicFilter requires authentication; Ping and Auth are the whole pre-authentication surface.	5.2 Interface B — broker to consumer	**`SetTopicFilter` requires authentication, like every message except `Ping`
rejected	interface		Rejected carries the inbound seq, the topic id and a reason.	5.2 Interface B — broker to consumer	message Rejected {
rejected	constraint		BUSY has its own rate cap, busy_max_per_sec, separate from rejected_max_per_sec.	5.2 Interface B — broker to consumer	`BUSY` has its own rate cap, `busy_max_per_sec`, separate from
rejected	behavior		BUSY tells the sender which command was dropped rather than that congestion exists.	5.2 Interface B — broker to consumer	**What `BUSY` buys is knowing *which* command was dropped, not knowing that
rejected	behavior		A consumer receiving BUSY inside a load blackout waits for MissionLoaded before re-sending.	5.2 Interface B — broker to consumer	**`BUSY` does not mean retry immediately.** Inside a blackout the sim cannot
calibration-set	interface		CoordinateCalibration carries terrain, an optional date, an optional projection, repeated verification points and a declination status.	6.3 Lifecycle	message CoordinateCalibration {
calibration-set	constraint		Presence is one bit per group: projection is a submessage so absent never looks like zero.	6.3 Lifecycle	**Presence is one bit per group, never a sentinel.** `projection` is a
calibration-set	behavior		CoordinateCalibration is emitted at onMissionLoadEnd after EpochOpened and before injection.	6.3 Lifecycle	| Calibration | `onMissionLoadEnd`, after `EpochOpened` and before injection | Derive the projection, read the date and the declination, emit `CoordinateCalibration`. HOOK §10. |
calibration-set	constraint		HOOK 10 fixes the residual threshold, the verification point count and the selection rule.	6.3 Lifecycle	**HOOK §10 fixes the residual threshold, the number of verification points and
schema	constraint		The bridge owns the records Section 1.2 enumerates and the nested types those records carry.	8.4 Evolution	enumerates **and the nested types those records carry** — `MissionDate`,
calibration-set	behavior		A retained calibration from a closed epoch is discarded under the Section 9.4 rule.	6.3 Lifecycle	**A retained calibration from a closed epoch is discarded like any other
calibration-set	behavior		A consumer connecting during a load holds no calibration until the new epoch opens.	6.3 Lifecycle	that voids it, and therefore **holds no calibration until the new epoch
calibration-set	behavior		A reconnecting consumer receives CoordinateCalibration from LIFECYCLE retention, never by re-emission.	5.2 Interface B — broker to consumer	**LIFECYCLE retention.** The broker retains the most recent record of each
topic-discovery	interface		GetTopics lists the topics the token can see, with class and target.	5.2 Interface B — broker to consumer	**`GetTopics` answers what this deployment actually registered.** `GetSchema`
topic-discovery	constraint		The reply lists only topics the token capability set covers, so it is not a registration oracle.	5.2 Interface B — broker to consumer	**The reply lists only topics the token's capability set covers.** That is what
topic-discovery	behavior		GetTopics answers with an error until the class table is registered.	5.2 Interface B — broker to consumer	**`GetTopics` answers with an error until the class table is registered.** The
topic-discovery	behavior		The registered set is point-in-time and can only grow.	5.2 Interface B — broker to consumer	**The answer is point-in-time.** Registration is additive across a DCS process
lifecycle-retention	constraint		The retained slot stores the emit-time epoch and mission time; replay rewrites only seq.	5.2 Interface B — broker to consumer	delivers the retained set in that order, **rewriting only `seq`**: each record
drop-policy	constraint		A broker answer is treated as DURABLE by the outbound drop rule and counted under broker_answer.	5.2 Interface B — broker to consumer	**A broker answer is treated as `DURABLE` by the drop rule.** `Pong`, `Schema`,
capability	constraint		SetEnabled carries CAPABILITY_RELOAD; the other broker-answered messages carry none.	8.1 Record classes	exception and carries `CAPABILITY_RELOAD`** (Section 9.5): it stops every
lifecycle-topics	constraint		The always-admitted rule is absolute against the topic filter and bounded by the capability set.	5.2 Interface B — broker to consumer	  stays absolute **with respect to this filter**. The capability set still
broker-threads	constraint		Only the writer thread pushes to an outbound ring; a broker answer reaches it through a per-connection answer queue.	5.2 Interface B — broker to consumer	**Only the writer thread pushes to an outbound ring.** Every reply in the
broker-threads	constraint		Every ring keeps one producer and one consumer.	5.2 Interface B — broker to consumer	**Single producer, single consumer.** Every ring, inbound and outbound, has one
lifecycle-retention	constraint		A retained slot stores the envelope epoch and mission time as stamped, including their absence.	5.2 Interface B — broker to consumer	`LIFECYCLE` topic: the payload bytes **and the envelope's `epoch` and
lifecycle-retention	constraint		Retention slots are allocated at the first configure and registration only binds one to a topic.	5.2 Interface B — broker to consumer	topic replaces the older in place. **The slots are allocated at the first
epoch-ownership	constraint		EpochClosed is emitted before shim.epoch(nil) so it carries the closing epoch.	5.2 Interface B — broker to consumer	`EpochClosed` is emitted before
drop-policy	constraint		A broker answer eviction and a reserve refusal are both counted under broker_answer.	5.2 Interface B — broker to consumer	could vanish uncounted. **Count both paths under the label `broker_answer`**:
rejected	constraint		busy_max_per_sec is non-binding by invariant because one inbound record yields at most one answer.	5.2 Interface B — broker to consumer	`inbound_records_per_sec` and **is non-binding by invariant**: one inbound
budget	constraint		max_lifecycle_record_bytes fixes the retention slot size and bounds standing memory.	13.1 Configuration defaults	| `max_lifecycle_record_bytes` | 16384 (16 KiB) | The size of one retention slot, and the largest `LIFECYCLE` record the broker will retain. Slots are fixed and allocated at the first `configure`, so this figure times `max_lifecycle_topics` is standing memory — 1 MiB at both defaults. Sizing them at `max_frame_bytes` instead would stand 64 MiB for records the bridge's own thirteen fill to tens of bytes. Section 5.2 states what happens to a `LIFECYCLE` record larger than a slot. |
command-ack	constraint		Three cases answer a command with nothing: two rate caps and a reserve refusal.	8.5.3 The acknowledgement record	case but three, and none of the three is design: a `Rejected` withheld by
lifecycle-retention	constraint		A LIFECYCLE record larger than a slot is refused at commit and counted in lifecycle_oversize_total.	5.2 Interface B — broker to consumer	**A `LIFECYCLE` record larger than a slot is refused at `commit`**, counted in
command-ack	interface		A command refused before Lua is answered by Rejected, which is the third row of the answer table.	8.5.3 The acknowledgement record	| Refused before Lua | — | `Rejected` |
adopter	definition		Someone extending the bridge with their own files and messages.	1.3 Workload and design target	**Scale is the axis, and it is the only one.** A larger adopter is a busier
agent-loop	definition		A per-frame cap held non-binding by invariant, kept so Section 6.4's rule has no exception.	5.2 Interface B — broker to consumer	every other structural cap in Section 13.1. `doctor` marks it non-binding.
builtins	definition		What ships in SimDriver.builtin.lua.	6.10.2 The registration surface	surface exists whether or not any extension file does. The sim driver built-ins
consumer	definition		An external program connected to the bridge.	Terms	**Terms:** A **record** is one typed message. A **consumer** is an external
count-hook	definition		Lua debug.sethook instruction hook. Not the hook driver.	7.5 Bounding execution	`debug.sethook` is present in the `"server"` state. A count hook bounds
drain	definition		The once-per-frame transfer of buffered sim driver records to the broker.	Terms	The **drain** is the once-per-frame transfer of buffered sim driver records to
envelope	definition		google.protobuf.Any. Carries the payload opaquely plus its type URL.	5.2 Interface B — broker to consumer	**The topic is the payload's type, and protobuf already names it.** An `Any`
external-hook	definition		An external document, the hook driver built-ins. Referenced, never defined here.	6.3 Lifecycle	repeated Verification  point              = 4;  // HOOK §10 fixes the count
external-plan	definition		An external document. Referenced, never defined here.	Terms	**`doctor`** is the diagnostic verb of the CLI (Section 15).
external-sim	definition		An external document, the sim driver built-ins. Referenced, never defined here.	6.3 Lifecycle	`ConvertCoords` (SIM §4). Only Caucasus has been derived at runtime, so
hook-state	definition		The Lua state a Scripts Hooks script runs in. Not the hook driver.	4.2 `pcall` does not contain every fault	**A seventh, in the hook state, observed on 2.9.29.27278** while measuring the
logic-thread	definition		The DCS thread that runs the sim and all Lua.	Terms	program connected to the bridge. The **logic thread** is the DCS thread that
mission-date	definition		env.mission.date, the simulated date. Carried on CoordinateCalibration. Not the os.time() value on EpochOpened.	6.3 Lifecycle	terrain name, the mission date, those three derived parameters, a PROJ string
mission-state	definition		A different state holding editor trigger-action wrappers.	5.3 Interface C — hook driver to sim driver	reaches the mission state through a second `net.dostring_in` on the frame it
operator	definition		The person running the server. Trusted. Authors the missions.	1.2 What the bridge does not do	Section 9.5 (its own commands), Section 7.6 (the operator-eval audit record),
projection	definition		The transverse Mercator parameter string CoordinateCalibration carries.	6.3 Lifecycle	terrain name, the mission date, those three derived parameters, a PROJ string
record	definition		One typed message.	Terms	**Terms:** A **record** is one typed message. A **consumer** is an external
spot	definition		A subscription owning a DCS handle that must be released.	5.3 Interface C — hook driver to sim driver	server and drop every subscription and spot for nothing. The hook driver
state-version	definition		Versions the shape of DCSBridge.state and nothing else. Section 13.3.	5.3 Interface C — hook driver to sim driver	`STATE_VERSION`.** The two change for different reasons: a grammar change moves
submessage	definition		A nested message opened with shim.message and closed with shim.end_message.	Records and values	**Nested and repeated message fields.** `message` opens a submessage on a field
target	definition		Sim driver or hook. Names which component owns a topic.	Terms	8.1). A topic's **target** — sim driver or hook driver — names which component
write-directory	definition		Saved Games DCS folder, resolved from lfs.writedir.	5.1.1 Loading the broker	resolve `<install>\bin\lua-dcsbridge.dll` and never reach the write directory.
probe	definition		An open question with a named measurement.	DCS-Bridge — Specification	**Status:** Draft. Resolve every **[PROBE-n]** before you commit to the design.
third-route	constraint		A two-hop path through net.dostring_in('mission', ...) and a_do_script runs a chunk in the mission scripting state, and costs two gate zones rather than one.	5.4.3 ED documents a replacement	**A two-hop path exists, and it is measured.** `net.dostring_in('mission', ...)`
interface-c-args	constraint		net.dostring_in carries no arguments, so every value the loader passes in crosses as escaped text inside the chunk.	5.4.1 Two injection routes	**The escaping is required, not stylistic: `net.dostring_in` carries no
